method,rank,query_artist,query_song,query_genre,match_artist,match_song,match_genre,score,hit
raw_inner_product,1,Eric Clapton,Early In The Morning,blues,Lauryn Hill,Interlude 5,r&b/soul,2719.0,False
raw_inner_product,2,Eric Clapton,Early In The Morning,blues,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2110.0,False
raw_inner_product,3,Eric Clapton,Early In The Morning,blues,Danity Kane,Hold Me Down (Album Version),r&b/soul,1773.0,False
raw_inner_product,1,John Mayer,Out Of My Mind,blues,Lauryn Hill,Interlude 5,r&b/soul,4597.0,False
raw_inner_product,2,John Mayer,Out Of My Mind,blues,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3722.0,False
raw_inner_product,3,John Mayer,Out Of My Mind,blues,Twista,I'm A Winner (Amended Album Version),hip hop,3671.0,False
raw_inner_product,1,Michael Jackson,Call On Me,blues,Lauryn Hill,Interlude 5,r&b/soul,8789.0,False
raw_inner_product,2,Michael Jackson,Call On Me,blues,Twista,I'm A Winner (Amended Album Version),hip hop,7434.0,False
raw_inner_product,3,Michael Jackson,Call On Me,blues,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,7016.0,False
raw_inner_product,1,The Black Keys,Lies,blues,Lauryn Hill,Interlude 5,r&b/soul,1825.0,False
raw_inner_product,2,The Black Keys,Lies,blues,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1532.0,False
raw_inner_product,3,The Black Keys,Lies,blues,Twista,I'm A Winner (Amended Album Version),hip hop,1506.0,False
raw_inner_product,1,Etta James,A Sunday Kind of Love,blues,Lauryn Hill,Interlude 5,r&b/soul,2268.0,False
raw_inner_product,2,Etta James,A Sunday Kind of Love,blues,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2092.0,False
raw_inner_product,3,Etta James,A Sunday Kind of Love,blues,Eminem,8 Mile,hip hop,1772.0,False
raw_inner_product,1,R. Kelly,Intro - The Sermon,blues,Lauryn Hill,Interlude 5,r&b/soul,6673.0,False
raw_inner_product,2,R. Kelly,Intro - The Sermon,blues,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,5569.0,False
raw_inner_product,3,R. Kelly,Intro - The Sermon,blues,Twista,I'm A Winner (Amended Album Version),hip hop,5237.0,False
raw_inner_product,1,Ray Charles,The Sun's Gonna Shine Again,blues,Lauryn Hill,Interlude 5,r&b/soul,2103.0,False
raw_inner_product,2,Ray Charles,The Sun's Gonna Shine Again,blues,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1440.0,False
raw_inner_product,3,Ray Charles,The Sun's Gonna Shine Again,blues,Twista,I'm A Winner (Amended Album Version),hip hop,1435.0,False
raw_inner_product,1,The Black Keys,10 A.M. Automatic,blues,Lauryn Hill,Interlude 5,r&b/soul,1913.0,False
raw_inner_product,2,The Black Keys,10 A.M. Automatic,blues,Twista,I'm A Winner (Amended Album Version),hip hop,1790.0,False
raw_inner_product,3,The Black Keys,10 A.M. Automatic,blues,Michael Jackson,Man In The Mirror,pop,1585.0,False
raw_inner_product,1,The Black Keys,Have Love Will Travel,blues,Erykah Badu,I Want You,r&b/soul,2215.0,False
raw_inner_product,2,The Black Keys,Have Love Will Travel,blues,Lauryn Hill,Interlude 5,r&b/soul,2205.0,False
raw_inner_product,3,The Black Keys,Have Love Will Travel,blues,Twista,I'm A Winner (Amended Album Version),hip hop,2108.0,False
raw_inner_product,1,Eric Clapton,Kind Hearted Woman Blues (Album Version),blues,Lauryn Hill,Interlude 5,r&b/soul,1804.0,False
raw_inner_product,2,Eric Clapton,Kind Hearted Woman Blues (Album Version),blues,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1711.0,False
raw_inner_product,3,Eric Clapton,Kind Hearted Woman Blues (Album Version),blues,Twista,I'm A Winner (Amended Album Version),hip hop,1577.0,False
raw_inner_product,1,The Black Keys,No Fun,blues,Enrique Iglesias,Miss You,latin,1584.0,False
raw_inner_product,2,The Black Keys,No Fun,blues,Tracey Ullman,Breakaway,pop,1418.0,False
raw_inner_product,3,The Black Keys,No Fun,blues,Janis Joplin,Kozmic Blues,blues,1222.0,True
raw_inner_product,1,The Black Keys,Give Your Heart Away,blues,Lauryn Hill,Interlude 5,r&b/soul,1215.0,False
raw_inner_product,2,The Black Keys,Give Your Heart Away,blues,Michael Jackson,Man In The Mirror,pop,1196.0,False
raw_inner_product,3,The Black Keys,Give Your Heart Away,blues,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1055.0,False
raw_inner_product,1,The Black Keys,Aeroplane Blues,blues,Lauryn Hill,Interlude 5,r&b/soul,1486.0,False
raw_inner_product,2,The Black Keys,Aeroplane Blues,blues,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1480.0,False
raw_inner_product,3,The Black Keys,Aeroplane Blues,blues,R. Kelly,I Mean (I Don't Mean It),r&b/soul,1471.0,False
raw_inner_product,1,Michael Jackson,All The Things You Are,blues,Lauryn Hill,Interlude 5,r&b/soul,3570.0,False
raw_inner_product,2,Michael Jackson,All The Things You Are,blues,Twista,I'm A Winner (Amended Album Version),hip hop,2865.0,False
raw_inner_product,3,Michael Jackson,All The Things You Are,blues,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,2436.0,False
raw_inner_product,1,Eric Clapton,Before You Accuse Me (Take A Look At Yourself),blues,Lauryn Hill,Interlude 5,r&b/soul,1431.0,False
raw_inner_product,2,Eric Clapton,Before You Accuse Me (Take A Look At Yourself),blues,Eminem,My Darling,hip hop,1312.0,False
raw_inner_product,3,Eric Clapton,Before You Accuse Me (Take A Look At Yourself),blues,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1285.0,False
raw_inner_product,1,Ray Charles,I Got a Woman,blues,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2251.0,False
raw_inner_product,2,Ray Charles,I Got a Woman,blues,Lauryn Hill,Interlude 5,r&b/soul,2160.0,False
raw_inner_product,3,Ray Charles,I Got a Woman,blues,Twiztid,She Ain't Afraid,hip hop,2066.0,False
raw_inner_product,1,The Black Keys,Busted,blues,Lauryn Hill,Interlude 5,r&b/soul,8737.0,False
raw_inner_product,2,The Black Keys,Busted,blues,Twista,I'm A Winner (Amended Album Version),hip hop,8094.0,False
raw_inner_product,3,The Black Keys,Busted,blues,Erykah Badu,I Want You,r&b/soul,6661.0,False
raw_inner_product,1,The Black Keys,I Got Mine,blues,Mario Vazquez,Everytime I...,r&b/soul,2429.0,False
raw_inner_product,2,The Black Keys,I Got Mine,blues,Eminem,8 Mile,hip hop,2295.0,False
raw_inner_product,3,The Black Keys,I Got Mine,blues,Erykah Badu,I Want You,r&b/soul,2292.0,False
raw_inner_product,1,The Black Keys,Stack Shot Billy,blues,Lauryn Hill,Interlude 5,r&b/soul,655.0,False
raw_inner_product,2,The Black Keys,Stack Shot Billy,blues,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,542.0,False
raw_inner_product,3,The Black Keys,Stack Shot Billy,blues,The Pharcyde,Otha Fish,hip hop,529.0,False
raw_inner_product,1,The Black Keys,Grown So Ugly,blues,Lauryn Hill,Interlude 5,r&b/soul,1853.0,False
raw_inner_product,2,The Black Keys,Grown So Ugly,blues,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1496.0,False
raw_inner_product,3,The Black Keys,Grown So Ugly,blues,Eminem,My Darling,hip hop,1283.0,False
raw_inner_product,1,The Black Keys,If You See Me,blues,Twista,I'm A Winner (Amended Album Version),hip hop,2415.0,False
raw_inner_product,2,The Black Keys,If You See Me,blues,Lauryn Hill,Interlude 5,r&b/soul,2268.0,False
raw_inner_product,3,The Black Keys,If You See Me,blues,Erykah Badu,I Want You,r&b/soul,2044.0,False
raw_inner_product,1,Josh Groban,Believe (Album Version),classical,Lauryn Hill,Interlude 5,r&b/soul,2718.0,False
raw_inner_product,2,Josh Groban,Believe (Album Version),classical,Twista,I'm A Winner (Amended Album Version),hip hop,2074.0,False
raw_inner_product,3,Josh Groban,Believe (Album Version),classical,Michael Jackson,Man In The Mirror,pop,1737.0,False
raw_inner_product,1,David Bowie,Baal's Hymn,classical,Lauryn Hill,Interlude 5,r&b/soul,2626.0,False
raw_inner_product,2,David Bowie,Baal's Hymn,classical,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2184.0,False
raw_inner_product,3,David Bowie,Baal's Hymn,classical,Vanilla Ice,Ice Is Workin' It,hip hop,1936.0,False
raw_inner_product,1,Josh Groban,My Confession (Album Version),classical,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3830.0,False
raw_inner_product,2,Josh Groban,My Confession (Album Version),classical,Eminem,8 Mile,hip hop,3532.0,False
raw_inner_product,3,Josh Groban,My Confession (Album Version),classical,Lauryn Hill,Interlude 5,r&b/soul,3498.0,False
raw_inner_product,1,Josh Groban,It Came Upon A Midnight Clear (Album Version),classical,The Streets,Weak Become Heroes,hip hop,1169.0,False
raw_inner_product,2,Josh Groban,It Came Upon A Midnight Clear (Album Version),classical,Travis,Sing,pop,949.0,False
raw_inner_product,3,Josh Groban,It Came Upon A Midnight Clear (Album Version),classical,Jenny Lewis,Sing A Song,country,862.0,False
raw_inner_product,1,Josh Groban,Broken Vow (Album Version),classical,Lauryn Hill,Interlude 5,r&b/soul,4866.0,False
raw_inner_product,2,Josh Groban,Broken Vow (Album Version),classical,Twista,I'm A Winner (Amended Album Version),hip hop,4115.0,False
raw_inner_product,3,Josh Groban,Broken Vow (Album Version),classical,Erykah Badu,I Want You,r&b/soul,3892.0,False
raw_inner_product,1,Il Divo,Adagio,classical,Gemelli Diversi,Istruzioni Per L'(Ill)uso,hip hop,545.0,False
raw_inner_product,2,Il Divo,Adagio,classical,Flaminio Maphia,Quelli Che,hip hop,487.0,False
raw_inner_product,3,Il Divo,Adagio,classical,Fabrizio De Andrè,Sinan Capudan Pascià,folk,476.0,False
raw_inner_product,1,Josh Groban,Cinema Paradiso (Se) (Album Version),classical,Gemelli Diversi,Istruzioni Per L'(Ill)uso,hip hop,311.0,False
raw_inner_product,2,Josh Groban,Cinema Paradiso (Se) (Album Version),classical,Flaminio Maphia,Quelli Che,hip hop,305.0,False
raw_inner_product,3,Josh Groban,Cinema Paradiso (Se) (Album Version),classical,Fabrizio De Andrè,Sinan Capudan Pascià,folk,305.0,False
raw_inner_product,1,Il Divo,Esisti Dentro Me,classical,Elvis Crespo,Tu Sonrisa,latin,541.0,False
raw_inner_product,2,Il Divo,Esisti Dentro Me,classical,Daddy Yankee,Como Y Vete,reggae,456.0,False
raw_inner_product,3,Il Divo,Esisti Dentro Me,classical,RBD,Tu Amor (Hecho En Madrid),latin,431.0,False
raw_inner_product,1,Josh Groban,Remember When It Rained (Album Version),classical,Lauryn Hill,Interlude 5,r&b/soul,1644.0,False
raw_inner_product,2,Josh Groban,Remember When It Rained (Album Version),classical,Michael Jackson,Man In The Mirror,pop,1486.0,False
raw_inner_product,3,Josh Groban,Remember When It Rained (Album Version),classical,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,1450.0,False
raw_inner_product,1,David Crowder*Band,All Around Me,classical,Lauryn Hill,Interlude 5,r&b/soul,5833.0,False
raw_inner_product,2,David Crowder*Band,All Around Me,classical,Twista,I'm A Winner (Amended Album Version),hip hop,5385.0,False
raw_inner_product,3,David Crowder*Band,All Around Me,classical,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,5004.0,False
raw_inner_product,1,Il Divo,All By Myself (Solo Otra Vez),classical,Los Van Van,El Negro Está Cocinando,latin,666.0,False
raw_inner_product,2,Il Divo,All By Myself (Solo Otra Vez),classical,Willie Colon,Gitana,latin,657.0,False
raw_inner_product,3,Il Divo,All By Myself (Solo Otra Vez),classical,Horace Andy,Horse With No Name,reggae,653.0,False
raw_inner_product,1,Il Divo,Adeste Fideles,classical,Vanilla Ice,It's A Party,hip hop,666.0,False
raw_inner_product,2,Il Divo,Adeste Fideles,classical,Black Eyed Peas,Tell Your Momma Come,hip hop,391.0,False
raw_inner_product,3,Il Divo,Adeste Fideles,classical,João Gilberto,Aguas De Marco,latin,372.0,False
raw_inner_product,1,Il Divo,Hasta Mi Final,classical,Violadores del Verso,Dale tiempo al rumor,hip hop,637.0,False
raw_inner_product,2,Il Divo,Hasta Mi Final,classical,Johnny Prez,Te Vuelvo Loca,reggae,496.0,False
raw_inner_product,3,Il Divo,Hasta Mi Final,classical,Violadores del Verso,Cantando,hip hop,495.0,False
raw_inner_product,1,Michael Bublé,That's All (Album Version),classical,Lauryn Hill,Interlude 5,r&b/soul,4289.0,False
raw_inner_product,2,Michael Bublé,That's All (Album Version),classical,Twista,I'm A Winner (Amended Album Version),hip hop,2974.0,False
raw_inner_product,3,Michael Bublé,That's All (Album Version),classical,Michael Jackson,Man In The Mirror,pop,2837.0,False
raw_inner_product,1,Josh Groban,You Raise Me Up (Album Version),classical,Lauryn Hill,Interlude 5,r&b/soul,4545.0,False
raw_inner_product,2,Josh Groban,You Raise Me Up (Album Version),classical,Twista,I'm A Winner (Amended Album Version),hip hop,4530.0,False
raw_inner_product,3,Josh Groban,You Raise Me Up (Album Version),classical,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3980.0,False
raw_inner_product,1,Il Divo,Feelings,classical,Dean Martin,I've Grown Accustomed To Her Face,jazz,806.0,False
raw_inner_product,2,Il Divo,Feelings,classical,Us3,Can U Feel It?,jazz,617.0,False
raw_inner_product,3,Il Divo,Feelings,classical,Gemelli Diversi,Istruzioni Per L'(Ill)uso,hip hop,589.0,False
raw_inner_product,1,Josh Groban,Solo Por Ti (Album Version),classical,Abba,Move On,pop,1405.0,False
raw_inner_product,2,Josh Groban,Solo Por Ti (Album Version),classical,Horace Andy,Horse With No Name,reggae,1331.0,False
raw_inner_product,3,Josh Groban,Solo Por Ti (Album Version),classical,Violadores del Verso,Dale tiempo al rumor,hip hop,798.0,False
raw_inner_product,1,The Game,Black Opera,classical,Lauryn Hill,Interlude 5,r&b/soul,15262.0,False
raw_inner_product,2,The Game,Black Opera,classical,Twista,I'm A Winner (Amended Album Version),hip hop,14936.0,False
raw_inner_product,3,The Game,Black Opera,classical,Erykah Badu,I Want You,r&b/soul,11789.0,False
raw_inner_product,1,Josh Groban,Mi Mancherai (Il Postino) (Revised Live Version),classical,Shaggy,Luv Me Up,reggae,663.0,False
raw_inner_product,2,Josh Groban,Mi Mancherai (Il Postino) (Revised Live Version),classical,Fabrizio De Andrè,Sinan Capudan Pascià,folk,500.0,False
raw_inner_product,3,Josh Groban,Mi Mancherai (Il Postino) (Revised Live Version),classical,Jowell & Randy,Te Ando Buscando,reggae,478.0,False
raw_inner_product,1,Il Divo,Angelina,classical,Violadores del Verso,Dale tiempo al rumor,hip hop,1313.0,False
raw_inner_product,2,Il Divo,Angelina,classical,Violadores del Verso,Cantando,hip hop,1097.0,False
raw_inner_product,3,Il Divo,Angelina,classical,Los Van Van,El Negro Está Cocinando,latin,944.0,False
raw_inner_product,1,Josh Groban,Oceano (Revised Live Version),classical,Flaminio Maphia,Quelli Che,hip hop,765.0,False
raw_inner_product,2,Josh Groban,Oceano (Revised Live Version),classical,Fabrizio De Andrè,Sinan Capudan Pascià,folk,631.0,False
raw_inner_product,3,Josh Groban,Oceano (Revised Live Version),classical,Gemelli Diversi,Istruzioni Per L'(Ill)uso,hip hop,587.0,False
raw_inner_product,1,Il Divo,Caruso,classical,Gemelli Diversi,Istruzioni Per L'(Ill)uso,hip hop,690.0,False
raw_inner_product,2,Il Divo,Caruso,classical,Fabrizio De Andrè,Sinan Capudan Pascià,folk,518.0,False
raw_inner_product,3,Il Divo,Caruso,classical,Abba,Move On,pop,507.0,False
raw_inner_product,1,Josh Groban,When You Say You Love Me (Album Version),classical,Lauryn Hill,Interlude 5,r&b/soul,7162.0,False
raw_inner_product,2,Josh Groban,When You Say You Love Me (Album Version),classical,Twista,I'm A Winner (Amended Album Version),hip hop,6206.0,False
raw_inner_product,3,Josh Groban,When You Say You Love Me (Album Version),classical,Erykah Badu,I Want You,r&b/soul,4726.0,False
raw_inner_product,1,Il Divo,Everytime I Look At You,classical,Lauryn Hill,Interlude 5,r&b/soul,4220.0,False
raw_inner_product,2,Il Divo,Everytime I Look At You,classical,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,3609.0,False
raw_inner_product,3,Il Divo,Everytime I Look At You,classical,Twista,I'm A Winner (Amended Album Version),hip hop,3545.0,False
raw_inner_product,1,Johnny Cash,Away In A Manger,classical,Lauryn Hill,Interlude 5,r&b/soul,824.0,False
raw_inner_product,2,Johnny Cash,Away In A Manger,classical,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,787.0,False
raw_inner_product,3,Johnny Cash,Away In A Manger,classical,Eminem,8 Mile,hip hop,604.0,False
raw_inner_product,1,Josh Groban,Un Giorno Per Noi (Album Version),classical,The Pharcyde,Otha Fish,hip hop,378.0,False
raw_inner_product,2,Josh Groban,Un Giorno Per Noi (Album Version),classical,Abba,Move On,pop,373.0,False
raw_inner_product,3,Josh Groban,Un Giorno Per Noi (Album Version),classical,Fabrizio De Andrè,Sinan Capudan Pascià,folk,368.0,False
raw_inner_product,1,Josh Groban,Let Me Fall (From Cirque du Soleil) (Album Version),classical,Lauryn Hill,Interlude 5,r&b/soul,2200.0,False
raw_inner_product,2,Josh Groban,Let Me Fall (From Cirque du Soleil) (Album Version),classical,Eminem,8 Mile,hip hop,2187.0,False
raw_inner_product,3,Josh Groban,Let Me Fall (From Cirque du Soleil) (Album Version),classical,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2172.0,False
raw_inner_product,1,Il Divo,Hallelujah (Aleluya),classical,Violadores del Verso,Dale tiempo al rumor,hip hop,1339.0,False
raw_inner_product,2,Il Divo,Hallelujah (Aleluya),classical,Violadores del Verso,Cantando,hip hop,1195.0,False
raw_inner_product,3,Il Divo,Hallelujah (Aleluya),classical,Victor Manuelle,Lloré Lloré,latin,1005.0,False
raw_inner_product,1,Il Divo,En Aranjuez Con Tu Amor,classical,Violadores del Verso,Dale tiempo al rumor,hip hop,1672.0,False
raw_inner_product,2,Il Divo,En Aranjuez Con Tu Amor,classical,Violadores del Verso,Cantando,hip hop,1408.0,False
raw_inner_product,3,Il Divo,En Aranjuez Con Tu Amor,classical,Victor Manuelle,Lloré Lloré,latin,1254.0,False
raw_inner_product,1,Josh Groban,Gira Con Me Questa Notte (Album Version),classical,Abba,Move On,pop,1407.0,False
raw_inner_product,2,Josh Groban,Gira Con Me Questa Notte (Album Version),classical,Horace Andy,Horse With No Name,reggae,1321.0,False
raw_inner_product,3,Josh Groban,Gira Con Me Questa Notte (Album Version),classical,Gemelli Diversi,Istruzioni Per L'(Ill)uso,hip hop,1148.0,False
raw_inner_product,1,Josh Groban,Vincent (Starry_ Starry Night) (Album Version),classical,Lauryn Hill,Interlude 5,r&b/soul,4657.0,False
raw_inner_product,2,Josh Groban,Vincent (Starry_ Starry Night) (Album Version),classical,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,2949.0,False
raw_inner_product,3,Josh Groban,Vincent (Starry_ Starry Night) (Album Version),classical,Eminem,My Darling,hip hop,2831.0,False
raw_inner_product,1,Josh Groban,Smile,classical,Lauryn Hill,Interlude 5,r&b/soul,2716.0,False
raw_inner_product,2,Josh Groban,Smile,classical,Twista,I'm A Winner (Amended Album Version),hip hop,2258.0,False
raw_inner_product,3,Josh Groban,Smile,classical,Michael Jackson,Man In The Mirror,pop,1797.0,False
raw_inner_product,1,Il Divo,Ave Maria,classical,Abba,Move On,pop,468.0,False
raw_inner_product,2,Il Divo,Ave Maria,classical,Horace Andy,Horse With No Name,reggae,434.0,False
raw_inner_product,3,Il Divo,Ave Maria,classical,Gemelli Diversi,Istruzioni Per L'(Ill)uso,hip hop,407.0,False
raw_inner_product,1,Il Divo,Enamorado,classical,Violadores del Verso,Dale tiempo al rumor,hip hop,563.0,False
raw_inner_product,2,Il Divo,Enamorado,classical,Johnny Prez,Te Vuelvo Loca,reggae,560.0,False
raw_inner_product,3,Il Divo,Enamorado,classical,Willie Colon,Gitana,latin,524.0,False
raw_inner_product,1,Il Divo,Amazing Grace,classical,Lauryn Hill,Interlude 5,r&b/soul,2069.0,False
