track_id,song_id,artist_id,artist_name,song_title,release,release_year,duration,artist_familiarity,artist_hotttnesss,genre,top_tags,n_words,nnz_words,l2_norm,is_test,dot_rank1_song,dot_rank1_score,dot_rank2_song,dot_rank2_score,dot_rank3_song,dot_rank3_score,centered_dot_rank1_song,centered_dot_rank1_score,centered_dot_rank2_song,centered_dot_rank2_score,centered_dot_rank3_song,centered_dot_rank3_score,correlation_rank1_song,correlation_rank1_score,correlation_rank2_song,correlation_rank2_score,correlation_rank3_song,correlation_rank3_score,cosine_rank1_song,cosine_rank1_score,cosine_rank2_song,cosine_rank2_score,cosine_rank3_song,cosine_rank3_score,tfidf_dot_rank1_song,tfidf_dot_rank1_score,tfidf_dot_rank2_song,tfidf_dot_rank2_score,tfidf_dot_rank3_song,tfidf_dot_rank3_score,tfidf_centered_dot_rank1_song,tfidf_centered_dot_rank1_score,tfidf_centered_dot_rank2_song,tfidf_centered_dot_rank2_score,tfidf_centered_dot_rank3_song,tfidf_centered_dot_rank3_score,tfidf_correlation_rank1_song,tfidf_correlation_rank1_score,tfidf_correlation_rank2_song,tfidf_correlation_rank2_score,tfidf_correlation_rank3_song,tfidf_correlation_rank3_score,tfidf_cosine_rank1_song,tfidf_cosine_rank1_score,tfidf_cosine_rank2_song,tfidf_cosine_rank2_score,tfidf_cosine_rank3_song,tfidf_cosine_rank3_score
TRGFMUJ128F423C52F,SOKABLD12D021991AC,ARGVJPK1187B9909EA,Josh Groban,Cinema Paradiso (Se) (Album Version),Josh Groban,2001,205.19138,0.764476035444,0.730510387031,classical,easy listening; Classical; sweet; italiano; classical pop,68,41,9.949874,0,Patrizio Buanne - Un Angelo (Angels),185.0,Vittorio Grigolo - Se Tu Non Sei Lei,167.0,Andrea Bocelli - Semplicemente (Canto Per Te),162.0,Patrizio Buanne - Un Angelo (Angels),180.09999999999815,Vittorio Grigolo - Se Tu Non Sei Lei,163.41250000000147,Andrea Bocelli - Semplicemente (Canto Per Te),157.05624999999887,Il Divo - La Promesa,0.7919585206062411,Vittorio Grigolo - Se Tu Non Sei Lei,0.7275411124303155,Andrea Bocelli - L'Attesa,0.6728323452505599,Il Divo - La Promesa,0.7954084308108675,Vittorio Grigolo - Se Tu Non Sei Lei,0.7318229110975953,Andrea Bocelli - L'Attesa,0.6786796450506385,Andrea Bocelli - Semplicemente (Canto Per Te),225.30058161726848,Andrea Bocelli - L'Attesa,224.29778042526831,Il Divo - La Promesa,212.05236974712614,Andrea Bocelli - Semplicemente (Canto Per Te),218.7355711537374,Andrea Bocelli - L'Attesa,218.73099928511238,Il Divo - La Promesa,207.04737706219873,Il Divo - La Promesa,0.7588527294732859,Andrea Bocelli - L'Attesa,0.7560136616827091,Paul Potts - Mamma,0.7141248036210749,Il Divo - La Promesa,0.7630867127253084,Andrea Bocelli - L'Attesa,0.7604026952063446,Paul Potts - Mamma,0.7190843584009308
TRGRNWU128F42AE46D,SOLRRGS12A8C13FD5A,ARNJ9LU1187B9A56A6,Il Divo,Esisti Dentro Me,Ancora,2005,229.19791,0.769757193856,0.579216383633,classical,Il Divo; Classical; pop opera; male vocalists; opera,105,44,14.247807,0,Paul Potts - Con Te Partiro,248.0,Nana Mouskouri - Habanera,236.0,Yanni - Desire,230.0,Paul Potts - Con Te Partiro,231.92875000000146,Nana Mouskouri - Habanera,228.4212499999988,Yanni - Desire,221.6149999999997,Vittorio Grigolo - Tu Sei,0.6727634517307979,Il Divo - Ave Maria,0.6520677645323475,Paul Potts - Ognuno Soffre,0.6444111777378617,Vittorio Grigolo - Tu Sei,0.6764893218882425,Il Divo - Ave Maria,0.6562641372760941,Paul Potts - Ognuno Soffre,0.6492227258678267,Vittorio Grigolo - Se Tu Non Sei Lei,230.43670266167732,Paul Potts - Ognuno Soffre,216.0237886758345,Paul Potts - Con Te Partiro,210.8493861471306,Vittorio Grigolo - Se Tu Non Sei Lei,225.31108778708588,Paul Potts - Ognuno Soffre,211.5976085121113,Il Divo - La Promesa,198.68980964823433,Paul Potts - Ognuno Soffre,0.8255298921070695,Vittorio Grigolo - Se Tu Non Sei Lei,0.7758893902556567,Il Divo - Ave Maria,0.7530123219241067,Paul Potts - Ognuno Soffre,0.828438841291986,Vittorio Grigolo - Se Tu Non Sei Lei,0.7796971778030175,Il Divo - Ave Maria,0.7566493140514318
TRGURIJ128E078780B,SORUSFO12A67020478,ARGVJPK1187B9909EA,Josh Groban,Remember When It Rained (Album Version),Closer,2003,280.21506,0.765357013064,0.755149913058,classical,Classical; Groban; easy listening; Soundtrack; vocal,138,60,21.447611,0,The Game - Black Opera,628.0,Airlock - Love Scene,480.0,Josh Groban - Remember When It Rained (Revised Live Version),460.0,The Game - Black Opera,544.4799999999997,Josh Groban - Remember When It Rained (Revised Live Version),443.18000000000524,Airlock - Love Scene,419.389999999997,Josh Groban - Remember When It Rained (Revised Live Version),1.0000000000000058,Andrea Bocelli - I Believe,0.38254021565233476,Hayley Westenra - Danny Boy,0.3722989718366219,Josh Groban - Remember When It Rained (Revised Live Version),1.0000000000000002,Andrea Bocelli - I Believe,0.4078064928167819,Airlock - Love Scene,0.3971202878893684,Josh Groban - Remember When It Rained (Revised Live Version),328.52953890073,Andrea Bocelli - E Chiove,92.22158031562034,Airlock - Love Scene,57.28490772922005,Josh Groban - Remember When It Rained (Revised Live Version),316.31739785146885,Andrea Bocelli - E Chiove,65.85996544155162,Orla Fallon - An Mhaighdean Mhara,50.68686185246435,Josh Groban - Remember When It Rained (Revised Live Version),0.9999999999999982,Orla Fallon - An Mhaighdean Mhara,0.3803814203550305,Whitecross - Walk With Me,0.1762554976593177,Josh Groban - Remember When It Rained (Revised Live Version),0.9999999999999998,Orla Fallon - An Mhaighdean Mhara,0.3841769612026181,Whitecross - Walk With Me,0.20717124764380795
TRGVTSO12903CABC19,SOPPSEF12AB018ADD4,ARFM3UU1187B994C88,David Crowder*Band,All Around Me,Church Music,2009,276.74077,0.742429252425,0.60336358497,classical,modern vs classical; piano; christian; beautiful; strings,237,80,46.032597,0,The Game - Black Opera,3284.0,RyanDan - Like The Sun,1889.0,RyanDan - I'll Be There,1637.0,The Game - Black Opera,3130.6400000000267,RyanDan - Like The Sun,1821.9049999999907,RyanDan - I'll Be There,1565.112500000024,Il Divo - Mama,0.7826608214651049,RyanDan - Like The Sun,0.7413434920606068,Josh Groban - Broken Vow (Album Version),0.739794734563364,Il Divo - Mama,0.7887773300581102,RyanDan - Like The Sun,0.7482169865030392,Josh Groban - Broken Vow (Album Version),0.7476870653456367,Hayley Westenra - My Heart Belongs To You,131.88102592038246,Andrew Lloyd Webber - Masquerade,126.51456208425476,Vittorio Grigolo - Querida,88.25689671300094,Hayley Westenra - My Heart Belongs To You,103.35247029560358,Andrew Lloyd Webber - Masquerade,71.63244882842389,Vittorio Grigolo - Querida,68.38735437342102,Hayley Westenra - My Heart Belongs To You,0.2834028678533798,Michael Bublé - That's All (Album Version),0.2214484189413606,G4 - To Where You Are,0.20302287366489408,Hayley Westenra - My Heart Belongs To You,0.3350973881009542,Michael Bublé - That's All (Album Version),0.2700743431283656,G4 - To Where You Are,0.25684298226345725
TRGXTYR128F42ACF5F,SOJILSK12A8C13F427,ARNJ9LU1187B9A56A6,Il Divo,All By Myself (Solo Otra Vez),Ancora,2005,232.69832,0.769757193856,0.579216383633,classical,Classical; Il Divo; opera; 80s; classical voice,116,37,25.099801,0,Il Divo - La Vida Sin Amor,348.0,Luciano Pavarotti - La Danza,313.0,Il Divo - Have You Ever Really Loved A Woman (Un Regalo Que Te Dio La Vida),276.0,Il Divo - La Vida Sin Amor,336.8200000000024,Luciano Pavarotti - La Danza,300.4224999999977,Il Divo - Have You Ever Really Loved A Woman (Un Regalo Que Te Dio La Vida),259.8750000000022,Il Divo - La Vida Sin Amor,0.5914294182866734,Vittorio Grigolo - Magia De Amor,0.4009019250361445,Il Divo - The Power Of Love (La Fuerza Mayor),0.3853365951578907,Il Divo - La Vida Sin Amor,0.5988617490341908,Vittorio Grigolo - Magia De Amor,0.4115613150544919,Il Divo - The Power Of Love (La Fuerza Mayor),0.39764148887447504,Il Divo - Unbreak My Heart (Regresa A Mi),250.79152289333248,Il Divo - La Vida Sin Amor,190.63228495806976,Vittorio Grigolo - Fuerte,188.22269885256614,Il Divo - Unbreak My Heart (Regresa A Mi),237.81255205926186,Il Divo - La Vida Sin Amor,178.41502449652734,Vittorio Grigolo - Fuerte,175.58293273769516,Il Divo - Unbreak My Heart (Regresa A Mi),0.4894179262506795,Vittorio Grigolo - Magia De Amor,0.4371942538989543,Il Divo - La Vida Sin Amor,0.4112664952016599,Il Divo - Unbreak My Heart (Regresa A Mi),0.5020919040229186,Vittorio Grigolo - Magia De Amor,0.4498517662282794,Il Divo - La Vida Sin Amor,0.4266432520220746
TRGZRPJ128F92EF7E2,SOJBCHJ12A8C140942,ARNJ9LU1187B9A56A6,Il Divo,Adeste Fideles,Il Divo Gift Pack,0,226.89914,0.769757193856,0.579216383633,classical,christmas; holiday; Il Divo; contemporary opera; Toth,51,23,11.61895,0,Hayley Westenra - One Fine Day,142.0,Andrew Lloyd Webber - Masquerade,120.0,Airlock - Love Scene,110.0,Hayley Westenra - One Fine Day,128.52500000000165,Andrew Lloyd Webber - Masquerade,102.89374999999814,Paul Potts - O Holy Night,100.17500000000112,Paul Potts - O Holy Night,0.36396197474434466,Hayley Westenra - Santa Lucia,0.36233468308378847,Beth Nielsen Chapman - O Sanctissima,0.36202381045044213,Paul Potts - O Holy Night,0.37658784770063725,Beth Nielsen Chapman - O Sanctissima,0.3678795119809411,Hayley Westenra - Santa Lucia,0.36514837167011077,Paul Potts - O Holy Night,111.14911072312441,Il Divo - O Holy Night,81.37853168105342,Amici Forever - The Prayer,44.17378041731075,Paul Potts - O Holy Night,104.62511712139937,Il Divo - O Holy Night,76.8076172100181,Charlotte Church - Joy To The World,39.1187173725713,Paul Potts - O Holy Night,0.5023030535901081,Il Divo - O Holy Night,0.42730324801244546,Hayley Westenra - Santa Lucia,0.3806954199978186,Paul Potts - O Holy Night,0.5116039351176068,Il Divo - O Holy Night,0.4392140524239273,Hayley Westenra - Santa Lucia,0.3834355879383281
TRHPPNF128F42ACFA9,SOCXAJQ12A8C13FD4E,ARNJ9LU1187B9A56A6,Il Divo,Hasta Mi Final,Ancora,2005,216.2673,0.769757193856,0.579216383633,classical,Classical; Il Divo; romantic; opera; Il Divo Fantastic,83,54,11.489125,0,Yanni - Desire,212.0,Il Divo - Have You Ever Really Loved A Woman (Un Regalo Que Te Dio La Vida),199.0,Il Divo - Heroe,193.0,Yanni - Desire,201.0800000000026,Il Divo - Have You Ever Really Loved A Woman (Un Regalo Que Te Dio La Vida),188.5000000000013,Il Divo - Heroe,183.27000000000004,Vittorio Grigolo - Magia De Amor,0.581169974015704,Yanni - Desire,0.5510604712165393,Andrea Bocelli - Pero Te Extraño,0.5491480244628841,Vittorio Grigolo - Magia De Amor,0.5917680237554188,Yanni - Desire,0.5641011777783189,Vittorio Grigolo - Fuerte,0.5597638443998739,Yanni - Desire,185.69695416866168,Il Divo - Have You Ever Really Loved A Woman (Un Regalo Que Te Dio La Vida),181.2583417497794,Il Divo - Unbreak My Heart (Regresa A Mi),177.13620247056483,Yanni - Desire,168.77223630496866,Il Divo - Have You Ever Really Loved A Woman (Un Regalo Que Te Dio La Vida),165.97738060974385,Il Divo - Unbreak My Heart (Regresa A Mi),163.1484275304136,Il Divo - The Power Of Love (La Fuerza Mayor),0.471895197206908,Il Divo - Hallelujah (Aleluya),0.4647123050874575,Il Divo - My Way (A Mi Manera),0.46221865384816163,Il Divo - The Power Of Love (La Fuerza Mayor),0.4918586691816231,Il Divo - My Way (A Mi Manera),0.4830419847014867,Il Divo - Hallelujah (Aleluya),0.481058715304388
TRIDJMD128E078B984,SOWGAGY12A6701F305,ARN0YZ71187B9BA57B,Michael Bublé,That's All (Album Version),Michael Bublé,2003,239.98649,0.825482552139,0.792990130445,classical,michael bubble thats all; balladerromantic; malesingers; Levanti Loves It; songs for dreaming,175,75,27.92848,0,The Game - Black Opera,1643.0,RyanDan - Like The Sun,960.0,RyanDan - I'll Be There,955.0,The Game - Black Opera,1537.8799999999922,RyanDan - Like The Sun,914.0099999999926,RyanDan - I'll Be There,905.7249999999922,G4 - To Where You Are,0.6813023687632205,Josh Groban - When You Say You Love Me (Album Version),0.6682826657379957,Hayley Westenra - Danny Boy,0.6634277233769243,G4 - To Where You Are,0.6929535448964926,Josh Groban - When You Say You Love Me (Album Version),0.6802654973604629,Hayley Westenra - Danny Boy,0.6748978389416966,Airlock - Love Scene,79.06958244595731,Andrew Lloyd Webber - Masquerade,74.51802802017171,Hayley Westenra - My Heart Belongs To You,69.9724181856831,David Crowder*Band - All Around Me,48.99452986970085,Hayley Westenra - My Heart Belongs To You,48.88190807382805,Airlock - Love Scene,47.25138047231954,David Crowder*Band - All Around Me,0.2214484189413613,G4 - Broken Vow,0.1988636340415417,Josh Groban - Broken Vow (Album Version),0.1961153563845057,David Crowder*Band - All Around Me,0.2700743431283656,G4 - Broken Vow,0.25744152870515835,Josh Groban - Broken Vow (Album Version),0.2552053850049017
TRIEQWR128E078780D,SOULFRO12A6702047A,ARGVJPK1187B9909EA,Josh Groban,You Raise Me Up (Album Version),Closer,2003,289.04444,0.765357013064,0.755149913058,classical,peaceful; male vocalists; easy listening; Classical; vocal,218,60,41.484937,0,The Game - Black Opera,2589.0,Russell Watson - You Raise Me Up,1467.0,RyanDan - Like The Sun,1442.0,The Game - Black Opera,2452.9200000000096,Russell Watson - You Raise Me Up,1427.5462500000199,RyanDan - Like The Sun,1382.464999999982,Russell Watson - You Raise Me Up,0.9949111152533368,David Crowder*Band - All Around Me,0.7043813639732484,RyanDan - Like The Sun,0.6239365764456422,Russell Watson - You Raise Me Up,0.9950341894694665,David Crowder*Band - All Around Me,0.7121688843972471,RyanDan - Like The Sun,0.6337761752273674,Russell Watson - You Raise Me Up,288.0138629613063,Andrew Lloyd Webber - Masquerade,99.41354738455381,Yanni - Love Is All,82.5246281542711,Russell Watson - You Raise Me Up,277.7356657466184,Yanni - Love Is All,68.8560965565293,Andrew Lloyd Webber - Masquerade,59.07586619416475,Russell Watson - You Raise Me Up,0.9983611365895492,Yanni - Love Is All,0.23840558691741515,G4 - You'll Never Walk Alone,0.14359770936536198,Russell Watson - You Raise Me Up,0.9984130353078996,Yanni - Love Is All,0.2723985985247704,Andrew Lloyd Webber - Masquerade,0.19283808820291745
TRITOVK128F92EC9A0,SOCVWFF12A8C13B6EE,ARNJ9LU1187B9A56A6,Il Divo,Feelings,Il Divo,2004,217.70404,0.769757193856,0.579216383633,classical,opera; Il Divo; classical voice; classic; Classical,170,51,29.308702,0,Nana Mouskouri - Habanera,338.0,Paul Potts - Con Te Partiro,334.0,Vittorio Grigolo - Se Tu Non Sei Lei,326.0,Nana Mouskouri - Habanera,319.8462500000026,Vittorio Grigolo - Se Tu Non Sei Lei,315.44250000000204,Vittorio Grigolo - Bedshaped (Cosi),298.14625000000086,Vittorio Grigolo - Bedshaped (Cosi),0.5024381455019402,Emma Shapplin - Cuor Senza Sangue,0.4815520723793079,Filippa Giordano - Dove Andiamo Noi,0.4786744843375517,Vittorio Grigolo - Bedshaped (Cosi),0.5088429908752531,Emma Shapplin - Cuor Senza Sangue,0.48965029085855216,Filippa Giordano - Dove Andiamo Noi,0.487468096923321,Andrea Bocelli - Semplicemente (Canto Per Te),362.5725144477057,Paul Potts - Con Te Partiro,316.1485301428924,Patrizio Buanne - Un Angelo (Angels),303.2042371868551,Andrea Bocelli - Semplicemente (Canto Per Te),350.70456888197816,Paul Potts - Con Te Partiro,293.8059473935157,Patrizio Buanne - Un Angelo (Angels),292.0357654333009,Andrea Bocelli - Semplicemente (Canto Per Te),0.6823031496546333,Emma Shapplin - Cuor Senza Sangue,0.6724397644261212,Paul Potts - Bellamore,0.6718615066561766,Andrea Bocelli - Semplicemente (Canto Per Te),0.6892520915120306,Emma Shapplin - Cuor Senza Sangue,0.6779935663629272,Paul Potts - Bellamore,0.6767978730421987
TRJBNZG128EF35A1AA,SOMYGPN12A6D4F7E28,ARGVJPK1187B9909EA,Josh Groban,Solo Por Ti (Album Version),Awake,2006,239.56853,0.765357013064,0.755149913058,classical,easy listening; Classical; relaxing; soothing; Josh Groban,99,47,19.570386,0,Luciano Pavarotti - La Danza,589.0,Yanni - Desire,282.0,Il Divo - Por Ti Seré (You Raise Me Up),267.0,Luciano Pavarotti - La Danza,578.3237499999799,Yanni - Desire,267.7650000000025,Il Divo - Por Ti Seré (You Raise Me Up),258.24000000000245,Paul Potts - Senza Luce (A Whiter Shade Of Pale),0.5029769680409758,Il Divo - Por Ti Seré (You Raise Me Up),0.48208077858098075,Il Divo - The Power Of Love (La Fuerza Mayor),0.4767401026409089,Paul Potts - Senza Luce (A Whiter Shade Of Pale),0.510305557669202,Il Divo - Por Ti Seré (You Raise Me Up),0.4903897612292834,Il Divo - The Power Of Love (La Fuerza Mayor),0.4882231667537624,Yanni - Desire,232.80578993513805,Il Divo - Por Ti Seré (You Raise Me Up),196.2875870201336,Vittorio Grigolo - Fuerte,189.2021850394254,Yanni - Desire,216.42373672201805,Il Divo - Por Ti Seré (You Raise Me Up),186.09006501803677,Vittorio Grigolo - Fuerte,176.01675459881398,Il Divo - Por Ti Seré (You Raise Me Up),0.4739955874199584,Il Divo - The Power Of Love (La Fuerza Mayor),0.4604502741612182,Nino Bravo - Mis Noches Sin Ti,0.456365351553285,Il Divo - Por Ti Seré (You Raise Me Up),0.48724686862496563,Il Divo - The Power Of Love (La Fuerza Mayor),0.47815710499516273,Vittorio Grigolo - Fuerte,0.4730872040542096
TRJGMSL128F4230A6C,SOWYWPP12A81C20850,ARPBTRI1187FB52457,The Game,Black Opera,Born in the Bay (Clean Version),0,125.04771,0.927985931015,0.599859524967,classical,westcoast; Black Opera; gangstaa rap; hip hop; Hip-Hop,729,234,103.903802,0,RyanDan - Like The Sun,3940.0,RyanDan - I'll Be There,3692.0,David Crowder*Band - All Around Me,3284.0,RyanDan - Like The Sun,3758.5599999999745,RyanDan - I'll Be There,3497.599999999977,David Crowder*Band - All Around Me,3130.6400000000267,Il Divo - Mama,0.7212140652650499,G4 - Broken Vow,0.696138310397376,Josh Groban - Broken Vow (Album Version),0.695884902165567,Il Divo - Mama,0.7304721532152237,G4 - Broken Vow,0.7076404909419892,Josh Groban - Broken Vow (Album Version),0.70740718246791,Andrew Lloyd Webber - Masquerade,203.86635187159897,Charlotte Church - Even God,164.12673062963404,David Bowie - Baal's Hymn,161.16001016596758,Charlotte Church - Even God,85.08825837412891,The View - Distant Doubloon,71.40551537276933,Sopor Aeternus & The Ensemble Of Shadows - Some Men Are Like Chocolate,55.40206162820789,The View - Distant Doubloon,0.12737063333081122,Charlotte Church - Even God,0.1229607672240754,Charlotte Church - She moved through the fair,0.11609909602652589,The View - Distant Doubloon,0.21561479060465097,Charlotte Church - Even God,0.21182832522582487,Andrew Lloyd Webber - Masquerade,0.1954946770901441
TRJSTLV128F4241832,SOHCDYF12A58A7C604,ARGVJPK1187B9909EA,Josh Groban,Mi Mancherai (Il Postino) (Revised Live Version),Live At The Greek,2004,433.68444,0.765357013064,0.755149913058,classical,beautiful; live; male vocalists; classical voice; Josh Groban - Mi mancherai,106,47,16.643317,0,Patrizio Buanne - Un Angelo (Angels),325.0,Paul Potts - Con Te Partiro,272.0,Andrea Bocelli - Semplicemente (Canto Per Te),258.0,Patrizio Buanne - Un Angelo (Angels),316.7400000000073,Paul Potts - Con Te Partiro,249.94875000000255,Andrea Bocelli - Semplicemente (Canto Per Te),249.66624999999803,Il Divo - Adagio,0.7096432856875937,Il Divo - Musica,0.6900844975768109,Amici Forever - Adagio,0.6542429416799657,Il Divo - Adagio,0.7146649400837465,Il Divo - Musica,0.6953392321425388,Amici Forever - Adagio,0.660222353339079,Andrea Bocelli - Semplicemente (Canto Per Te),268.3358326293088,Paul Potts - Con Te Partiro,254.9360360929747,Paul Potts - Mamma,232.3178416175243,Andrea Bocelli - Semplicemente (Canto Per Te),259.35961914010176,Paul Potts - Con Te Partiro,238.0374253310826,Paul Potts - Mamma,225.38896969573557,Il Divo - Come Primavera,0.7300384525900399,Andrea Bocelli - Semplicemente (Canto Per Te),0.7025696769425592,Vittorio Grigolo - Bedshaped (Cosi),0.6828559820602965,Il Divo - Come Primavera,0.7351143383532529,Andrea Bocelli - Semplicemente (Canto Per Te),0.7095144601757208,Vittorio Grigolo - Bedshaped (Cosi),0.6885863187634209
TRLFGML128F92EB391,SOMZKFD12AB017CA0C,ARNJ9LU1187B9A56A6,Il Divo,Angelina,The Promise,2008,271.96036,0.769757193856,0.579216383633,classical,Classical; Il Divo; sexy; names; Sailing,148,55,20.78461,0,Il Divo - Have You Ever Really Loved A Woman (Un Regalo Que Te Dio La Vida),368.0,Yanni - Desire,347.0,Il Divo - Heroe,309.0,Il Divo - Have You Ever Really Loved A Woman (Un Regalo Que Te Dio La Vida),351.12500000000085,Yanni - Desire,329.45000000000164,Luciano Pavarotti - La Danza,295.83749999999856,Il Divo - The Winner Takes It All (Va Todo Al Ganador),0.5952536423125067,Alejandro Fernandez - Mi Verdad,0.528421978766576,Il Divo - Hallelujah (Aleluya),0.5183344051880251,Il Divo - The Winner Takes It All (Va Todo Al Ganador),0.6050088975860728,Alejandro Fernandez - Mi Verdad,0.53987008902539,Il Divo - Hallelujah (Aleluya),0.528657357915018,Yanni - Desire,273.7664435217022,Il Divo - Have You Ever Really Loved A Woman (Un Regalo Que Te Dio La Vida),235.5246117418023,Il Divo - The Winner Takes It All (Va Todo Al Ganador),218.27219902869155,Yanni - Desire,253.07102940719452,Il Divo - Have You Ever Really Loved A Woman (Un Regalo Que Te Dio La Vida),216.83917063680053,Il Divo - The Winner Takes It All (Va Todo Al Ganador),202.14732807847875,Il Divo - The Power Of Love (La Fuerza Mayor),0.47795122123074235,Il Divo - The Winner Takes It All (Va Todo Al Ganador),0.47686711710782315,Yanni - Desire,0.47480234310818725,Il Divo - The Power Of Love (La Fuerza Mayor),0.49788540431302397,Il Divo - The Winner Takes It All (Va Todo Al Ganador),0.4960363361715235,Yanni - Desire,0.494431501349492
TRLJSTZ128F4241831,SOTEXNI12A8AE46AAE,ARGVJPK1187B9909EA,Josh Groban,Oceano (Revised Live Version),Live At The Greek,2004,236.45995,0.765357013064,0.755149913058,classical,Classical; live; favorit; male vocalist; vocal classical,130,56,21.794495,0,Patrizio Buanne - Un Angelo (Angels),464.0,Paul Potts - Mamma,345.0,Andrea Bocelli - Semplicemente (Canto Per Te),330.0,Patrizio Buanne - Un Angelo (Angels),453.7799999999843,Paul Potts - Mamma,338.7037500000057,Andrea Bocelli - Semplicemente (Canto Per Te),319.6887499999959,Paul Potts - Mamma,0.7934835846678151,Paul Potts - Bellamore,0.7560820803504973,Luciano Pavarotti - Che Gelida Manina,0.75025875590191,Paul Potts - Mamma,0.7964779230746887,Paul Potts - Bellamore,0.7583766446398089,Luciano Pavarotti - Che Gelida Manina,0.7542575710132443,Paul Potts - Mamma,388.92503826148715,Paul Potts - Con Te Partiro,380.42595172925155,Amici Forever - Senza Catene (Unchained Melody),363.77017712971866,Paul Potts - Mamma,379.7185966216262,Paul Potts - Con Te Partiro,357.97264684353104,Amici Forever - Senza Catene (Unchained Melody),355.33568065187205,Paul Potts - Mamma,0.827728633540599,Amici Forever - Senza Catene (Unchained Melody),0.8126454400627446,Luciano Pavarotti - Che Gelida Manina,0.7931494678140095,Paul Potts - Mamma,0.8311166699120334,Amici Forever - Senza Catene (Unchained Melody),0.8161706748628905,Luciano Pavarotti - Che Gelida Manina,0.7974169026980173
TRMKTUF128F42BC140,SOLHDOP12A8C13FB24,ARNJ9LU1187B9A56A6,Il Divo,Caruso,Siempre,2006,235.78077,0.769757193856,0.579216383633,classical,Il Divo; italian; tenors; male vocalists; Classical,104,45,14.0,0,Paul Potts - Caruso,318.0,Lara Fabian - Caruso,315.0,Luciano Pavarotti - La Danza,295.0,Lara Fabian - Caruso,309.34499999999736,Paul Potts - Caruso,299.2799999999998,Luciano Pavarotti - La Danza,287.39500000000675,Lara Fabian - Caruso,0.9179863709908213,Russell Watson - Nessun dorma!,0.7440042696427099,Vittorio Grigolo - Roma Sogna,0.7437000914422883,Lara Fabian - Caruso,0.9193250772511166,Andrea Bocelli - Il Mistero Dell'Amore,0.7475021463779993,Russell Watson - Nessun dorma!,0.747414687200989,Paul Potts - Caruso,383.25865137634884,Lara Fabian - Caruso,371.15423838914546,Andrea Bocelli - Semplicemente (Canto Per Te),297.1700368570772,Lara Fabian - Caruso,363.9928875085202,Paul Potts - Caruso,360.653293065584,Andrea Bocelli - Semplicemente (Canto Per Te),288.30023620541954,Lara Fabian - Caruso,0.950571142565779,Russell Watson - Nessun dorma!,0.7902424760202247,Paul Potts - Nessun Dorma,0.7747501247815928,Lara Fabian - Caruso,0.9514628332432753,Russell Watson - Nessun dorma!,0.7928912576875771,Paul Potts - Nessun Dorma,0.777840549463056
TRMVVDP128E0787806,SOTQRPK12A67020473,ARGVJPK1187B9909EA,Josh Groban,When You Say You Love Me (Album Version),Closer,2003,272.37832,0.765357013064,0.755149913058,classical,Josh Groban; Classical; Ballad; male vocalists; pop,271,99,45.055521,0,The Game - Black Opera,3264.0,RyanDan - Like The Sun,1926.0,RyanDan - I'll Be There,1550.0,The Game - Black Opera,3083.9999999999636,RyanDan - Like The Sun,1847.2500000000164,RyanDan - I'll Be There,1465.6250000000007,RyanDan - Like The Sun,0.7726239430520752,G4 - To Where You Are,0.7043605070714829,Il Divo - Mama,0.7033040419782834,RyanDan - Like The Sun,0.7794160557140402,G4 - To Where You Are,0.7158996544704684,Il Divo - Mama,0.7131806737689301,Airlock - Love Scene,124.61110115294525,Hayley Westenra - My Heart Belongs To You,106.95415427407389,Andrea Bocelli - Sempre Sempre,106.62083141592551,Il Divo - Everytime I Look At You,81.01493088734237,Airlock - Love Scene,74.35901515929675,Hayley Westenra - My Heart Belongs To You,73.64485135780753,Il Divo - Everytime I Look At You,0.2639793718765743,Josh Groban - Believe (Album Version),0.21205553362500443,G4 - To Where You Are,0.202203681167595,Il Divo - Everytime I Look At You,0.31447169350485843,Josh Groban - Believe (Album Version),0.2705042257651468,Hayley Westenra - My Heart Belongs To You,0.2646017093321815
TRNXWLK128F92EC9A7,SOVINFL12A8C139286,ARNJ9LU1187B9A56A6,Il Divo,Everytime I Look At You,Il Divo,2004,208.16934,0.769757193856,0.579216383633,classical,Il Divo; opera; Classical; amazing vocals; male vocalists,208,79,32.54228,0,The Game - Black Opera,2210.0,RyanDan - I'll Be There,1357.0,RyanDan - Like The Sun,1163.0,The Game - Black Opera,2084.00000000001,RyanDan - I'll Be There,1297.9375000000286,RyanDan - Like The Sun,1107.8750000000223,G4 - Broken Vow,0.7775174918346082,Josh Groban - Broken Vow (Album Version),0.7772824984384833,Il Divo - Mama,0.7298138749304506,G4 - Broken Vow,0.785685329769337,Josh Groban - Broken Vow (Album Version),0.7854657595066026,Il Divo - Mama,0.7385925226889938,Andrew Lloyd Webber - Masquerade,108.79377116716483,Josh Groban - When You Say You Love Me (Album Version),103.75721728383483,Hayley Westenra - My Heart Belongs To You,95.9935587832901,Josh Groban - When You Say You Love Me (Album Version),81.01493088734235,Jon Secada - Eyes Of A Fool,76.50653041763798,Hayley Westenra - My Heart Belongs To You,68.12137078194338,Jon Secada - Eyes Of A Fool,0.27424447417008346,Josh Groban - When You Say You Love Me (Album Version),0.2639793718765741,Josh Groban - My Confession (Album Version),0.2021065129329205,Jon Secada - Eyes Of A Fool,0.3176979416619364,Josh Groban - When You Say You Love Me (Album Version),0.3144716935048584,Josh Groban - My Confession (Album Version),0.2488413336862378
